City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,salym,60.0625,71.4789,20.06,63,18,3.68,RU,1726298657
365,touros,-5.1989,-35.4608,22.93,82,2,5.32,BR,1726298659
366,nazyvayevsk,55.5698,71.3529,18.24,64,47,4.57,RU,1726298660
367,el porvenir,13.7617,-87.3458,22.3,92,43,1.68,HN,1726298661
368,quellon,-43.1167,-73.6167,4.13,89,96,1.9,CL,1726298662
369,lerwick,60.1545,-1.1494,11.36,93,100,10.78,GB,1726298663
370,taradale,-39.5333,176.85,13.34,87,100,0.45,NZ,1726298664
371,hastings,50.8552,0.5729,9.99,68,100,1.58,GB,1726298665
372,kone,-21.0595,164.8658,22.04,79,24,3.03,NC,1726298666
373,wau,7.7029,27.9953,22.63,95,100,2.08,SS,1726298667
374,shimoda,34.6667,138.95,28.93,77,1,4.42,JP,1726298669
375,slawno,54.3628,16.6789,15.98,69,99,7.23,PL,1726298670
376,inari,68.906,27.0288,11.15,59,100,2.81,FI,1726298672
377,magnitogorsk,53.4186,59.0472,18.46,55,40,3.0,RU,1726298673
378,dadiya,9.6167,11.4333,24.1,81,24,1.45,NG,1726298674
379,dzhambeyty,50.2536,52.595,24.81,31,0,4.94,KZ,1726298675
380,mount pearl,47.5166,-52.7813,12.96,96,20,2.57,CA,1726298631
381,koungou,-12.7336,45.2042,28.84,61,20,7.2,YT,1726298678
382,kudahuvadhoo,2.6708,72.8944,28.78,73,37,3.56,MV,1726298680
383,praia da vitoria,38.7333,-27.0667,21.53,88,20,1.06,PT,1726298681
384,labrador city,52.9463,-66.9114,2.88,81,20,4.92,CA,1726298682
385,san antonio de pale,-1.4014,5.6325,23.43,84,100,5.25,GQ,1726298684
386,holualoa,19.6228,-155.9522,22.13,97,58,1.61,US,1726298686
387,carnarvon,-24.8667,113.6333,27.87,43,0,8.77,AU,1726298687
388,atar,20.5169,-13.0499,30.46,37,9,2.04,MR,1726298688
389,la paz,-16.5,-68.15,8.65,79,75,3.09,BO,1726298689
390,wynyard,-41.0,145.7167,7.33,68,6,1.79,AU,1726298690
391,st. paul,44.9444,-93.0933,22.52,76,100,4.12,US,1726298691
392,puerto leguizamo,-0.1934,-74.7819,23.86,74,87,0.78,CO,1726298692
393,timbiqui,2.7717,-77.6654,24.39,95,83,1.64,CO,1726298693
394,qinnan,33.2531,119.9133,31.19,72,7,2.14,CN,1726298695
395,comodoro rivadavia,-45.8667,-67.5,5.92,45,0,5.66,AR,1726298696
396,strezhevoy,60.7333,77.5889,16.18,60,100,5.7,RU,1726298697
397,dazhong,33.1997,120.4578,30.61,72,32,4.52,CN,1726298698
398,palmas,-10.2128,-48.3603,28.93,21,0,5.66,BR,1726298699
399,hit,33.6416,42.8251,33.08,22,0,8.06,IQ,1726298700
400,chernyshevskiy,63.0128,112.4714,3.3,58,100,3.03,RU,1726298701
401,saint-joseph,-21.3667,55.6167,23.21,67,57,7.89,RE,1726298702
402,kurchatov,51.6601,35.6521,23.68,27,14,7.82,RU,1726298704
403,kabalo,-6.05,26.9167,31.39,24,6,2.3,CD,1726298705
404,lisala,2.15,21.5167,27.62,68,59,1.45,CD,1726298706
405,vilyuysk,63.7553,121.6247,2.74,60,100,3.43,RU,1726298707
406,duba,27.3513,35.6901,33.58,46,3,1.59,SA,1726298708
407,muisne,0.6,-80.0333,23.54,87,100,3.67,EC,1726298709
408,gaigeturi,33.4644,126.3183,32.03,66,0,6.17,KR,1726298710
409,port macquarie,-31.4333,152.9167,18.37,69,2,2.68,AU,1726298423
410,luoyang,34.6836,112.4536,32.32,44,19,5.99,CN,1726298712
411,raja,8.4596,25.678,21.29,98,100,3.49,SS,1726298714
412,pahrump,36.2083,-115.9839,24.97,18,0,2.1,US,1726298715
413,yanchep,-31.55,115.6833,22.82,41,0,5.94,AU,1726298716
414,kodinsk,58.6881,99.1844,11.71,93,100,3.63,RU,1726298717
415,namtsy,62.7161,129.6658,7.19,43,100,4.52,RU,1726298718
416,acapetahua,15.2833,-92.7,25.36,91,100,1.21,MX,1726298719
417,bakchar,57.0186,82.0711,18.33,62,51,4.1,RU,1726298720
418,nkhata bay,-11.6066,34.2907,26.91,47,12,1.98,MW,1726298721
419,jackson,42.4165,-122.8345,14.36,66,39,0.45,US,1726298722
420,yung shue wan,22.2333,114.1167,28.78,88,51,3.32,HK,1726298724
421,pacific grove,36.6177,-121.9166,14.25,96,100,0.89,US,1726298725
422,mbekenyera,-10.0,38.9833,30.63,36,74,1.37,TZ,1726298726
423,geraldton,-28.7667,114.6,27.23,41,0,7.2,AU,1726298727
424,muroto-misakicho,33.2833,134.15,28.6,80,21,5.65,JP,1726298728
425,suva,-18.1416,178.4415,24.71,83,40,1.54,FJ,1726298729
426,lambarene,-0.7001,10.2406,24.69,84,100,2.49,GA,1726298730
427,calintaan,12.5667,120.9333,25.62,97,100,9.35,PH,1726298731
428,zheshart,62.0731,49.5733,23.21,51,93,1.59,RU,1726298732
429,mejit,10.2753,170.8646,28.25,83,100,9.09,MH,1726298734
430,hassi messaoud,31.6804,6.0729,26.92,54,40,2.06,DZ,1726298735
431,turkestan,43.3333,68.25,24.34,15,0,11.07,KZ,1726298736
432,coquimbo,-29.9533,-71.3436,8.88,98,0,1.54,CL,1726298737
433,champerico,14.3,-91.9167,26.71,87,99,2.16,GT,1726298738
434,chengde,40.9725,117.9361,19.95,51,100,1.48,CN,1726298739
435,darwin,-12.4611,130.8418,32.75,37,0,5.66,AU,1726298671
436,manaure,11.7751,-72.4445,29.12,74,100,3.13,CO,1726298741
437,cozumel,20.5083,-86.9458,26.08,92,100,2.64,MX,1726298742
438,usogorsk,63.4106,48.6872,21.98,56,100,1.83,RU,1726298744
439,watampone,-4.5386,120.3279,30.31,44,1,4.22,ID,1726298745
440,murun-kuren,49.6342,100.1625,16.92,49,98,0.68,MN,1726298747
441,rongelap,11.1635,166.8941,28.99,78,24,5.41,MH,1726298748
442,rikaze,29.25,88.8833,21.72,24,95,1.35,CN,1726298749
443,bemidji,47.4736,-94.8803,19.05,80,75,2.57,US,1726298750
444,wuwei,37.9281,102.6414,18.9,59,73,2.62,CN,1726298751
445,sosnovyy bor,59.9,29.1167,18.21,71,100,4.77,RU,1726298752
446,carutapera,-1.195,-46.02,25.25,81,17,3.81,BR,1726298754
447,porto seguro,-16.4497,-39.0647,21.29,94,40,1.54,BR,1726298755
448,la'ie,21.6477,-157.9253,26.17,79,35,4.02,US,1726298756
449,kapuskasing,49.4169,-82.4331,16.05,100,0,1.54,CA,1726298757
450,tibati,6.4667,12.6333,21.4,90,98,0.28,CM,1726298758
451,rawson,-43.3002,-65.1023,0.16,69,0,4.12,AR,1726298759
452,tamandare,-8.7597,-35.1047,22.6,87,92,3.34,BR,1726298760
453,kupang,-10.1667,123.5833,33.32,46,20,9.26,ID,1726298761
454,bereznik,62.8551,42.7072,22.72,56,88,3.13,RU,1726298762
455,kunming,25.0389,102.7183,23.96,60,40,4.0,CN,1726298764
456,lubumbashi,-11.6609,27.4794,25.42,27,2,4.22,CD,1726298765
457,trinidad,-14.8333,-64.9,26.48,39,6,0.99,BO,1726298766
458,labytnangi,66.6572,66.4183,17.77,71,40,2.24,RU,1726298767
459,sao joao do paraiso,-15.3136,-42.0144,13.76,93,0,1.79,BR,1726298768
460,chaupimarca,-10.4333,-76.5333,3.35,70,100,1.63,PE,1726298769
461,mata-utu,-13.2816,-176.1745,27.13,85,82,8.27,WF,1726298770
462,udachny,66.4167,112.4,1.69,84,100,7.72,RU,1726298773
463,sydney,-33.8679,151.2073,22.02,54,0,4.63,AU,1726298266
464,gariadhar,21.5333,71.5833,30.69,57,73,4.77,IN,1726298775
465,bonny,4.4522,7.1681,24.26,93,100,4.39,NG,1726298776
466,kamaishi,39.2667,141.8833,21.52,79,100,1.4,JP,1726298777
467,leh,34.1667,77.5833,13.27,27,1,3.04,IN,1726298778
468,conduaga,8.862,117.4893,27.21,85,100,5.73,PH,1726298779
469,jatoi shimali,29.5165,70.8503,37.51,31,0,5.79,PK,1726298780
470,hithadhoo,-0.6,73.0833,28.33,74,13,1.86,MV,1726298781
471,ouagadougou,12.3642,-1.5383,24.07,100,20,1.03,BF,1726298783
472,phalaborwa,-23.943,31.1411,28.51,30,97,1.72,ZA,1726298784
473,juwana,-6.715,111.1514,34.83,34,21,2.89,ID,1726298785
474,neryungri,56.6709,124.6491,6.57,85,99,2.05,RU,1726298786
475,perote,19.5667,-97.2333,14.59,94,100,1.92,MX,1726298787
476,boa vista,2.8197,-60.6733,24.99,83,75,1.03,BR,1726298788
477,arauca,7.0847,-70.7591,22.0,100,14,0.51,CO,1726298789
478,lihue,21.9789,-159.3672,25.77,80,75,7.2,US,1726298790
479,ndjole,-0.1783,10.7649,24.02,94,100,1.28,GA,1726298793
480,millerovo,48.9226,40.3967,25.66,24,13,8.48,RU,1726298794
481,gaitania,3.0906,-75.6723,14.88,80,70,2.16,CO,1726298795
482,south hedland,-20.4089,118.5983,33.96,24,7,8.75,AU,1726298796
483,loudi,27.7344,111.9944,30.33,64,97,1.88,CN,1726298798
484,canutillo,31.9115,-106.6003,28.91,42,77,6.85,US,1726298800
485,boyolangu,-8.1181,111.8935,29.07,55,61,5.62,ID,1726298801
486,kargasok,59.0556,80.8572,15.16,74,99,6.02,RU,1726298802
487,castillos,-34.1667,-53.8333,10.52,96,47,3.32,UY,1726298803
488,port douglas,-16.4833,145.4667,23.69,72,39,6.92,AU,1726298804
489,mwanza,-2.5167,32.9,27.03,36,20,5.14,TZ,1726298805
490,nagqu,31.5,92.0,14.78,42,100,3.14,CN,1726298806
491,turinsk,58.0458,63.696,19.46,60,13,2.24,RU,1726298807
492,nar'yan-mar,67.6713,53.087,21.57,55,48,4.88,RU,1726298808
493,port augusta,-32.5,137.7667,18.64,42,100,9.81,AU,1726298811
494,kasongo-lunda,-6.4667,16.8167,27.19,67,3,0.48,CD,1726298812
495,alvaraes,-3.2208,-64.8042,25.83,59,85,1.4,BR,1726298813
496,sao vicente,-23.9631,-46.3919,25.57,43,100,2.53,BR,1726298814
497,san fernando,15.0286,120.6898,27.85,80,100,2.34,PH,1726298815
498,battagram,34.6772,73.0233,21.41,72,100,3.37,PK,1726298816
499,fernley,39.608,-119.2518,14.01,25,0,1.01,US,1726298818
500,namibe,-15.1961,12.1522,19.96,84,15,3.49,AO,1726298819
501,hotan,37.0997,79.9269,27.1,15,7,1.85,CN,1726298820
502,camocim,-2.9022,-40.8411,23.85,78,20,6.97,BR,1726298821
503,san martin,-33.081,-68.4681,11.06,32,0,3.13,AR,1726298822
504,cannonvale,-20.2833,148.7,21.66,72,51,8.16,AU,1726298823
505,el quebrachal,-25.2833,-64.0667,18.11,53,28,2.63,AR,1726298825
506,kristiansund,63.1115,7.732,11.74,66,40,2.06,NO,1726298827
507,san rafael del yuma,18.4299,-68.6739,25.62,90,42,0.72,DO,1726298828
508,al bawiti,28.3492,28.8659,27.51,48,0,5.11,EG,1726298829
509,sawakin,19.1059,37.3321,36.26,35,51,0.83,SD,1726298830
510,macau,22.2006,113.5461,30.95,74,40,2.06,MO,1726298603
511,uyskoye,54.3775,60.0047,18.15,60,24,2.5,RU,1726298832
512,bouna,9.2667,-3.0,22.15,93,100,0.68,CI,1726298833
513,acarau,-2.8856,-40.12,23.91,83,7,7.0,BR,1726298834
514,nadi,-17.8,177.4167,27.0,74,40,3.09,FJ,1726298836
515,codrington,-38.2667,141.9667,9.75,49,78,9.3,AU,1726298837
516,wakkanai,45.4094,141.6739,16.99,67,75,2.57,JP,1726298838
517,cromwell,41.5951,-72.6454,17.18,91,0,1.54,US,1726298839
518,mendoza,-32.8908,-68.8272,8.74,49,0,1.03,AR,1726298537
519,bikenibeu village,1.3673,173.1241,28.98,74,75,4.63,KI,1726298842
520,namie,37.4833,141.0,23.88,89,99,2.27,JP,1726298843
521,kavieng,-2.5744,150.7967,27.09,80,100,3.69,PG,1726298845
522,nguigmi,14.2495,13.1092,30.05,58,93,3.23,NE,1726298846
523,claveria,18.6074,121.0832,29.99,72,24,3.23,PH,1726298847
524,acapulco de juarez,16.8634,-99.8901,27.9,89,100,0.0,MX,1726298848
525,siniscola,40.5719,9.6922,17.91,54,0,4.78,IT,1726298849
526,zahedan,29.4963,60.8629,27.95,15,0,5.14,IR,1726298850
527,howard springs,-12.497,131.047,32.71,39,100,3.95,AU,1726298851
528,mossel bay,-34.1831,22.146,16.96,74,0,0.97,ZA,1726298852
529,tahara,34.6667,137.2667,31.08,50,86,5.31,JP,1726298855
530,corner brook,48.9667,-57.9484,10.06,98,9,1.52,CA,1726298856
531,yerofey pavlovich,53.9667,121.9667,15.6,37,12,2.83,RU,1726298858
532,pierre,44.3683,-100.351,15.71,100,0,2.57,US,1726298859
533,kavaratti,10.5669,72.642,26.64,85,98,4.07,IN,1726298860
534,silvia,2.611,-76.3785,9.45,78,41,2.59,CO,1726298862
535,bangar,16.8936,120.4243,29.31,74,100,1.81,PH,1726298863
536,el calafate,-50.3408,-72.2768,1.01,71,100,2.31,AR,1726298866
537,trail,49.0998,-117.7022,14.27,67,100,0.42,CA,1726298867
538,rabaul,-4.1967,152.1721,25.46,86,100,1.77,PG,1726298868
539,xinyuan,37.3,99.0,9.18,94,100,1.4,CN,1726298869
540,santa ana,33.7456,-117.8678,20.42,81,75,1.34,US,1726298870
541,sao joao da barra,-21.6403,-41.0511,21.89,85,0,7.8,BR,1726298871
